,arrival_time,symbol,seqno,price,destination,wire_length
171,1473412004.56027,APPL,42,1593.0,A,76
172,1473412005.306736,APPL,43,1650.0,D,76
173,1473412005.398929,APPL,43,1650.0,A,76
174,1473412005.557392,APPL,43,1650.0,B,76
175,1473412005.583972,APPL,43,1650.0,C,76
176,1473412006.37574,APPL,44,1683.0,A,76
177,1473412006.38099,APPL,44,1683.0,D,76
178,1473412006.408146,APPL,44,1683.0,C,76
179,1473412006.460887,APPL,44,1683.0,B,76
180,1473412007.312106,APPL,45,1612.0,B,76
181,1473412007.373205,APPL,45,1612.0,C,76
182,1473412007.373637,APPL,45,1612.0,D,76
183,1473412007.580627,APPL,45,1612.0,A,76
184,1473412008.37804,APPL,46,1698.0,C,76
185,1473412008.381987,APPL,46,1698.0,D,76
186,1473412008.468222,APPL,46,1698.0,A,76
187,1473412008.469902,APPL,46,1698.0,B,76
188,1473412009.224341,APPL,47,1553.0,C,76
189,1473412009.396284,APPL,47,1553.0,D,76
190,1473412009.410521,APPL,47,1553.0,B,76
191,1473412009.540073,APPL,47,1553.0,A,76
192,1473412010.219717,APPL,48,1674.0,D,76
193,1473412010.314772,APPL,48,1674.0,C,76
194,1473412010.375778,APPL,48,1674.0,A,76
195,1473412010.421179,APPL,48,1674.0,B,76
196,1473412011.267329,APPL,49,1677.0,D,76
197,1473412011.444325,APPL,49,1677.0,B,76
198,1473412011.519735,APPL,49,1677.0,C,76
199,1473412011.586773,APPL,49,1677.0,A,76
200,1473412012.136374,APPL,50,1635.0,D,76
201,1473412012.373289,APPL,50,1635.0,A,76
202,1473412012.461226,APPL,50,1635.0,B,76
203,1473412012.499792,APPL,50,1635.0,C,76
204,1473412013.312856,APPL,51,1531.0,B,76
205,1473412013.406522,APPL,51,1531.0,A,76
206,1473412013.490539,APPL,51,1531.0,C,76
207,1473412013.583333,APPL,51,1531.0,D,76
208,1473412014.355939,APPL,52,1621.0,C,76
209,1473412014.355974,APPL,52,1621.0,B,76
210,1473412014.360841,APPL,52,1621.0,D,76
211,1473412014.599308,APPL,52,1621.0,A,76
212,1473412015.233644,APPL,53,1614.0,D,76
213,1473412015.377676,APPL,53,1614.0,C,76
214,1473412015.49897,APPL,53,1614.0,B,76
215,1473412015.57751,APPL,53,1614.0,A,76
216,1473412016.313371,APPL,54,1540.0,D,76
217,1473412016.378646,APPL,54,1540.0,A,76
218,1473412016.391645,APPL,54,1540.0,B,76
219,1473412016.565902,APPL,54,1540.0,C,76
220,1473412017.323381,APPL,55,1545.0,B,76
221,1473412017.385146,APPL,55,1545.0,D,76
222,1473412017.464072,APPL,55,1545.0,C,76
223,1473412017.533806,APPL,55,1545.0,A,76
224,1473412018.333173,APPL,56,1549.0,A,76
225,1473412018.436862,APPL,56,1549.0,B,76
226,1473412018.454351,APPL,56,1549.0,C,76
227,1473412018.505404,APPL,56,1549.0,D,76
228,1473412019.440511,APPL,57,1540.0,B,76
229,1473412019.445081,APPL,57,1540.0,C,76
230,1473412019.482994,APPL,57,1540.0,A,76
231,1473412019.560988,APPL,57,1540.0,D,76
232,1473412020.495292,APPL,58,1500.0,A,76
233,1473412020.531635,APPL,58,1500.0,C,76
234,1473412020.596511,APPL,58,1500.0,B,76
235,1473412020.603525,APPL,58,1500.0,D,76
236,1473412021.32244,APPL,59,1579.0,C,76
237,1473412021.399745,APPL,59,1579.0,D,76
238,1473412021.402788,APPL,59,1579.0,B,76
239,1473412021.409599,APPL,59,1579.0,A,76
240,1473412022.448556,APPL,60,1549.0,B,76
241,1473412022.566299,APPL,60,1549.0,C,76
242,1473412022.574656,APPL,60,1549.0,A,76
243,1473412022.576647,APPL,60,1549.0,D,76
244,1473412023.286679,APPL,61,1612.0,D,76
245,1473412023.366931,APPL,61,1612.0,C,76
246,1473412023.410827,APPL,61,1612.0,B,76
247,1473412023.534348,APPL,61,1612.0,A,76
248,1473412024.314134,APPL,62,1516.0,A,76
249,1473412024.380023,APPL,62,1516.0,C,76
250,1473412024.506857,APPL,62,1516.0,D,76
251,1473412024.509354,APPL,62,1516.0,B,76
252,1473412025.342981,APPL,63,1553.0,D,76
253,1473412025.445451,APPL,63,1553.0,C,76
254,1473412025.456499,APPL,63,1553.0,B,76
255,1473412025.460995,APPL,63,1553.0,A,76
256,1473412026.171654,APPL,64,1684.0,D,76
257,1473412026.268924,APPL,64,1684.0,C,76
258,1473412026.327321,APPL,64,1684.0,B,76
259,1473412026.363433,APPL,64,1684.0,A,76
260,1473412027.412867,APPL,65,1586.0,B,76
261,1473412027.449727,APPL,65,1586.0,D,76
262,1473412027.453192,APPL,65,1586.0,A,76
263,1473412027.454288,APPL,65,1586.0,C,76
264,1473412028.34927,APPL,66,1577.0,D,76
265,1473412028.382584,APPL,66,1577.0,A,76
266,1473412028.45004,APPL,66,1577.0,C,76
267,1473412028.453749,APPL,66,1577.0,B,76
268,1473412029.3855,APPL,67,1651.0,D,76
269,1473412029.428825,APPL,67,1651.0,C,76
270,1473412029.429982,APPL,67,1651.0,A,76
271,1473412029.518501,APPL,67,1651.0,B,76
272,1473412030.369485,APPL,68,1510.0,C,76
273,1473412030.428886,APPL,68,1510.0,D,76
274,1473412030.441874,APPL,68,1510.0,A,76
275,1473412030.444909,APPL,68,1510.0,B,76
276,1473412031.373059,APPL,69,1506.0,D,76
277,1473412031.446282,APPL,69,1506.0,A,76
278,1473412031.509068,APPL,69,1506.0,B,76
279,1473412031.594806,APPL,69,1506.0,C,76
280,1473412032.211067,APPL,70,1672.0,C,76
281,1473412032.455193,APPL,70,1672.0,A,76
282,1473412032.529284,APPL,70,1672.0,B,76
283,1473412032.545677,APPL,70,1672.0,D,76
284,1473412033.305346,APPL,71,1658.0,D,76
285,1473412033.38853,APPL,71,1658.0,B,76
286,1473412033.443342,APPL,71,1658.0,C,76
287,1473412033.478609,APPL,71,1658.0,A,76
288,1473412034.229451,APPL,72,1682.0,C,76
289,1473412034.334506,APPL,72,1682.0,A,76
290,1473412034.458333,APPL,72,1682.0,B,76
291,1473412034.570443,APPL,72,1682.0,D,76
292,1473412035.225617,APPL,73,1665.0,C,76
293,1473412035.271555,APPL,73,1665.0,D,76
294,1473412035.331299,APPL,73,1665.0,A,76
295,1473412035.556853,APPL,73,1665.0,B,76
296,1473412036.138408,APPL,74,1560.0,D,76
297,1473412036.449889,APPL,74,1560.0,C,76
298,1473412036.486223,APPL,74,1560.0,B,76
299,1473412036.557062,APPL,74,1560.0,A,76
300,1473412037.364413,APPL,75,1657.0,D,76
301,1473412037.411273,APPL,75,1657.0,A,76
302,1473412037.445364,APPL,75,1657.0,C,76
303,1473412037.587052,APPL,75,1657.0,B,76
304,1473412038.3664,APPL,76,1595.0,C,76
305,1473412038.436085,APPL,76,1595.0,B,76
306,1473412038.536088,APPL,76,1595.0,D,76
307,1473412038.54703,APPL,76,1595.0,A,76
308,1473412039.356648,APPL,77,1525.0,B,76
309,1473412039.385706,APPL,77,1525.0,A,76
310,1473412039.419423,APPL,77,1525.0,C,76
311,1473412039.540421,APPL,77,1525.0,D,76
312,1473412040.234686,APPL,78,1533.0,D,76
313,1473412040.291881,APPL,78,1533.0,C,76
314,1473412040.455004,APPL,78,1533.0,A,76
315,1473412040.497783,APPL,78,1533.0,B,76
316,1473412041.45019,APPL,79,1590.0,B,76
317,1473412041.562591,APPL,79,1590.0,A,76
318,1473412041.568783,APPL,79,1590.0,C,76
319,1473412041.589616,APPL,79,1590.0,D,76
320,1473412042.305039,APPL,80,1541.0,B,76
321,1473412042.385769,APPL,80,1541.0,A,76
322,1473412042.504179,APPL,80,1541.0,C,76
323,1473412042.535134,APPL,80,1541.0,D,76
324,1473412043.330223,APPL,81,1539.0,B,76
325,1473412043.362439,APPL,81,1539.0,C,76
326,1473412043.421358,APPL,81,1539.0,A,76
327,1473412043.460041,APPL,81,1539.0,D,76
328,1473412044.249248,APPL,82,1672.0,D,76
329,1473412044.415143,APPL,82,1672.0,B,76
330,1473412044.443621,APPL,82,1672.0,A,76
331,1473412044.567618,APPL,82,1672.0,C,76
332,1473412045.340191,APPL,83,1675.0,C,76
333,1473412045.436521,APPL,83,1675.0,D,76
334,1473412045.505488,APPL,83,1675.0,A,76
335,1473412045.594527,APPL,83,1675.0,B,76
336,1473412046.304713,APPL,84,1520.0,C,76
337,1473412046.417038,APPL,84,1520.0,D,76
338,1473412046.420659,APPL,84,1520.0,A,76
339,1473412046.4259,APPL,84,1520.0,B,76
340,1473412047.258963,APPL,85,1608.0,C,76
341,1473412047.277532,APPL,85,1608.0,D,76
342,1473412047.333805,APPL,85,1608.0,A,76
343,1473412047.581524,APPL,85,1608.0,B,76
344,1473412048.31267,APPL,86,1535.0,D,76
345,1473412048.408797,APPL,86,1535.0,A,76
346,1473412048.428944,APPL,86,1535.0,B,76
347,1473412048.527681,APPL,86,1535.0,C,76
348,1473412049.248361,APPL,87,1604.0,D,76
349,1473412049.490948,APPL,87,1604.0,C,76
350,1473412049.53641,APPL,87,1604.0,B,76
351,1473412049.548444,APPL,87,1604.0,A,76
352,1473412050.126793,APPL,88,1622.0,D,76
353,1473412050.475353,APPL,88,1622.0,B,76
354,1473412050.567324,APPL,88,1622.0,C,76
355,1473412050.587415,APPL,88,1622.0,A,76
356,1473412051.135577,APPL,89,1613.0,D,76
357,1473412051.475304,APPL,89,1613.0,C,76
358,1473412051.562992,APPL,89,1613.0,A,76
359,1473412051.60099,APPL,89,1613.0,B,76
360,1473412052.211619,APPL,90,1698.0,D,76
361,1473412052.387518,APPL,90,1698.0,B,76
362,1473412052.446035,APPL,90,1698.0,C,76
363,1473412052.50067,APPL,90,1698.0,A,76
364,1473412053.351787,APPL,91,1665.0,C,76
365,1473412053.429188,APPL,91,1665.0,B,76
366,1473412053.511034,APPL,91,1665.0,D,76
367,1473412053.546462,APPL,91,1665.0,A,76
368,1473412054.120111,APPL,92,1537.0,D,76
369,1473412054.436879,APPL,92,1537.0,A,76
370,1473412054.499257,APPL,92,1537.0,B,76
371,1473412054.519061,APPL,92,1537.0,C,76
372,1473412055.266353,APPL,93,1647.0,D,76
373,1473412055.399391,APPL,93,1647.0,B,76
374,1473412055.451875,APPL,93,1647.0,A,76
375,1473412055.54473,APPL,93,1647.0,C,76
376,1473412056.2821,APPL,94,1566.0,D,76
377,1473412056.49004,APPL,94,1566.0,A,76
378,1473412056.515701,APPL,94,1566.0,B,76
379,1473412056.518192,APPL,94,1566.0,C,76
380,1473412057.413144,APPL,95,1571.0,D,76
381,1473412057.487036,APPL,95,1571.0,A,76
382,1473412057.55976,APPL,95,1571.0,C,76
383,1473412058.248029,APPL,96,1513.0,D,76
384,1473412058.472318,APPL,96,1513.0,C,76
385,1473412058.542362,APPL,96,1513.0,A,76
386,1473412058.542412,APPL,96,1513.0,B,76
387,1473412059.212626,APPL,97,1508.0,C,76
388,1473412059.429798,APPL,97,1508.0,B,76
389,1473412059.492992,APPL,97,1508.0,D,76
390,1473412059.494427,APPL,97,1508.0,A,76
391,1473412060.285927,APPL,98,1627.0,D,76
392,1473412060.442313,APPL,98,1627.0,C,76
393,1473412060.445546,APPL,98,1627.0,B,76
394,1473412060.4784,APPL,98,1627.0,A,76
395,1473412061.343889,APPL,99,1673.0,C,76
396,1473412061.435419,APPL,99,1673.0,D,76
397,1473412061.553406,APPL,99,1673.0,A,76
398,1473412061.560179,APPL,99,1673.0,B,76
399,1473412062.132746,APPL,100,1662.0,D,77
400,1473412062.249916,APPL,100,1662.0,C,77
401,1473412062.437744,APPL,100,1662.0,B,77
402,1473412062.539504,APPL,100,1662.0,A,77
403,1473412063.456409,APPL,101,1571.0,D,77
404,1473412063.504498,APPL,101,1571.0,B,77
405,1473412063.51578,APPL,101,1571.0,A,77
406,1473412063.552965,APPL,101,1571.0,C,77
407,1473412064.136147,APPL,102,1605.0,D,77
408,1473412064.269845,APPL,102,1605.0,C,77
409,1473412064.482075,APPL,102,1605.0,A,77
410,1473412064.522885,APPL,102,1605.0,B,77
411,1473412065.43755,APPL,103,1548.0,C,77
412,1473412065.455942,APPL,103,1548.0,A,77
413,1473412065.528172,APPL,103,1548.0,B,77
414,1473412065.598285,APPL,103,1548.0,D,77
415,1473412066.372703,APPL,104,1541.0,C,77
416,1473412066.500154,APPL,104,1541.0,A,77
417,1473412066.508886,APPL,104,1541.0,B,77
418,1473412066.50951,APPL,104,1541.0,D,77
419,1473412067.264689,APPL,105,1591.0,D,77
420,1473412067.363798,APPL,105,1591.0,B,77
421,1473412067.507332,APPL,105,1591.0,C,77
422,1473412067.549835,APPL,105,1591.0,A,77
423,1473412068.389303,APPL,106,1689.0,B,77
424,1473412068.394705,APPL,106,1689.0,A,77
425,1473412068.431678,APPL,106,1689.0,D,77
426,1473412068.488622,APPL,106,1689.0,C,77
427,1473412069.2166,APPL,107,1559.0,D,77
428,1473412069.318449,APPL,107,1559.0,B,77
429,1473412069.395623,APPL,107,1559.0,C,77
430,1473412069.501302,APPL,107,1559.0,A,77
431,1473412070.312278,APPL,108,1562.0,D,77
432,1473412070.439245,APPL,108,1562.0,C,77
433,1473412070.576024,APPL,108,1562.0,A,77
434,1473412070.582014,APPL,108,1562.0,B,77
435,1473412071.241369,APPL,109,1547.0,D,77
436,1473412071.308128,APPL,109,1547.0,A,77
437,1473412071.346467,APPL,109,1547.0,B,77
438,1473412071.565279,APPL,109,1547.0,C,77
439,1473412072.339769,APPL,110,1533.0,D,77
440,1473412072.345583,APPL,110,1533.0,A,77
441,1473412072.379513,APPL,110,1533.0,B,77
442,1473412072.554635,APPL,110,1533.0,C,77
443,1473412073.191476,APPL,111,1575.0,D,77
444,1473412073.433642,APPL,111,1575.0,C,77
445,1473412073.529072,APPL,111,1575.0,B,77
446,1473412073.541043,APPL,111,1575.0,A,77
447,1473412074.312458,APPL,112,1602.0,D,77
448,1473412074.467012,APPL,112,1602.0,C,77
449,1473412074.526153,APPL,112,1602.0,A,77
450,1473412074.567339,APPL,112,1602.0,B,77
451,1473412075.238486,APPL,113,1578.0,C,77
452,1473412075.304353,APPL,113,1578.0,B,77
453,1473412075.555056,APPL,113,1578.0,A,77
454,1473412075.559191,APPL,113,1578.0,D,77
455,1473412076.341211,APPL,114,1545.0,D,77
456,1473412076.354453,APPL,114,1545.0,A,77
457,1473412076.384681,APPL,114,1545.0,B,77
458,1473412076.60372,APPL,114,1545.0,C,77
459,1473412077.124382,APPL,115,1584.0,D,77
460,1473412077.36311,APPL,115,1584.0,A,77
461,1473412077.465059,APPL,115,1584.0,C,77
462,1473412077.481387,APPL,115,1584.0,B,77
463,1473412078.346054,APPL,116,1687.0,A,77
464,1473412078.448046,APPL,116,1687.0,D,77
465,1473412078.483522,APPL,116,1687.0,B,77
466,1473412078.501388,APPL,116,1687.0,C,77
467,1473412079.250225,APPL,117,1560.0,C,77
468,1473412079.437933,APPL,117,1560.0,D,77
469,1473412079.561431,APPL,117,1560.0,A,77
470,1473412079.583062,APPL,117,1560.0,B,77
471,1473412080.115489,APPL,118,1578.0,D,77
472,1473412080.317177,APPL,118,1578.0,A,77
473,1473412080.324602,APPL,118,1578.0,B,77
474,1473412080.474899,APPL,118,1578.0,C,77
475,1473412081.342315,APPL,119,1529.0,B,77
476,1473412081.431512,APPL,119,1529.0,D,77
477,1473412081.460467,APPL,119,1529.0,C,77
478,1473412081.594451,APPL,119,1529.0,A,77
479,1473412082.44308,APPL,120,1574.0,D,77
480,1473412082.505838,APPL,120,1574.0,A,77
481,1473412082.578069,APPL,120,1574.0,B,77
482,1473412082.602805,APPL,120,1574.0,C,77
483,1473412083.385286,APPL,121,1527.0,A,77
484,1473412083.453191,APPL,121,1527.0,D,77
485,1473412083.501076,APPL,121,1527.0,B,77
486,1473412083.568727,APPL,121,1527.0,C,77
487,1473412084.235796,APPL,122,1543.0,C,77
488,1473412084.496572,APPL,122,1543.0,A,77
489,1473412084.509005,APPL,122,1543.0,B,77
490,1473412084.597321,APPL,122,1543.0,D,77
491,1473412085.435022,APPL,123,1670.0,A,77
492,1473412085.458898,APPL,123,1670.0,D,77
493,1473412085.491075,APPL,123,1670.0,B,77
494,1473412085.492633,APPL,123,1670.0,C,77
495,1473412086.307834,APPL,124,1672.0,B,77
496,1473412086.313012,APPL,124,1672.0,D,77
497,1473412086.390002,APPL,124,1672.0,C,77
498,1473412086.412218,APPL,124,1672.0,A,77
499,1473412087.355544,APPL,125,1652.0,A,77
500,1473412087.445296,APPL,125,1652.0,C,77
501,1473412087.486903,APPL,125,1652.0,D,77
502,1473412087.550076,APPL,125,1652.0,B,77
503,1473412088.159984,APPL,126,1502.0,D,77
504,1473412088.357697,APPL,126,1502.0,C,77
505,1473412088.396799,APPL,126,1502.0,B,77
506,1473412088.496927,APPL,126,1502.0,A,77
507,1473412089.214709,APPL,127,1602.0,D,77
508,1473412089.330174,APPL,127,1602.0,A,77
509,1473412089.482075,APPL,127,1602.0,B,77
510,1473412089.597888,APPL,127,1602.0,C,77
511,1473412090.28599,APPL,128,1690.0,C,77
512,1473412090.396515,APPL,128,1690.0,D,77
513,1473412090.444958,APPL,128,1690.0,A,77
514,1473412090.544232,APPL,128,1690.0,B,77
515,1473412091.21328,APPL,129,1601.0,C,77
516,1473412091.443053,APPL,129,1601.0,B,77
517,1473412091.453639,APPL,129,1601.0,A,77
518,1473412091.577938,APPL,129,1601.0,D,77
519,1473412092.359238,APPL,130,1516.0,B,77
520,1473412092.503549,APPL,130,1516.0,A,77
521,1473412092.544723,APPL,130,1516.0,C,77
522,1473412092.57006,APPL,130,1516.0,D,77
523,1473412093.211362,APPL,131,1614.0,C,77
524,1473412093.504606,APPL,131,1614.0,A,77
525,1473412093.543247,APPL,131,1614.0,D,77
526,1473412094.386869,APPL,132,1641.0,D,77
527,1473412094.42629,APPL,132,1641.0,A,77
528,1473412094.433196,APPL,132,1641.0,B,77
529,1473412094.472696,APPL,132,1641.0,C,77
530,1473412095.386399,APPL,133,1618.0,B,77
531,1473412095.414647,APPL,133,1618.0,A,77
532,1473412095.431845,APPL,133,1618.0,C,77
533,1473412095.567946,APPL,133,1618.0,D,77
534,1473412096.124023,APPL,134,1530.0,D,77
535,1473412096.386691,APPL,134,1530.0,B,77
536,1473412096.471356,APPL,134,1530.0,A,77
537,1473412096.601239,APPL,134,1530.0,C,77
538,1473412097.31857,APPL,135,1690.0,B,77
539,1473412097.489019,APPL,135,1690.0,C,77
540,1473412097.535266,APPL,135,1690.0,D,77
541,1473412097.583999,APPL,135,1690.0,A,77
542,1473412098.48664,APPL,136,1619.0,C,77
543,1473412098.525653,APPL,136,1619.0,D,77
544,1473412098.600218,APPL,136,1619.0,A,77
545,1473412099.339127,APPL,137,1657.0,C,77
546,1473412099.390592,APPL,137,1657.0,A,77
547,1473412099.434933,APPL,137,1657.0,B,77
548,1473412099.46685,APPL,137,1657.0,D,77
549,1473412100.310459,APPL,138,1680.0,B,77
550,1473412100.408651,APPL,138,1680.0,D,77
551,1473412100.482398,APPL,138,1680.0,A,77
552,1473412100.575513,APPL,138,1680.0,C,77
553,1473412101.401078,APPL,139,1637.0,A,77
554,1473412101.526022,APPL,139,1637.0,D,77
555,1473412101.543438,APPL,139,1637.0,B,77
556,1473412101.564069,APPL,139,1637.0,C,77
557,1473412102.33709,APPL,140,1510.0,C,77
